replicon_gembase_name	size	mobility	Predicted_PTU
ESCO001.0523.01561.003P	100606	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01561.004P	2617	pOriT	PTU-E76
ESCO001.0523.01565.002P	212822	pCONJ	PTU-FE
ESCO001.0523.01565.003P	99719	PP	PTU-Y
ESCO001.0523.01565.004P	90339	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01565.005P	46161	pCONJ	PTU-X3
ESCO001.0523.01565.006P	4693	pNT	-
ESCO001.0523.01565.007P	4087	pMOB	PTU-E10
ESCO001.0523.01565.008P	4073	pMOB	PTU-E10
ESCO001.0523.01565.009P	1071	pNT	-
ESCO001.0523.01566.002P	248308	pCONJ	PTU-HI2
ESCO001.0523.01566.003P	96949	pCONJ	PTU-I1
ESCO001.0523.01566.004P	46158	pCONJ	PTU-X3
ESCO001.0523.01566.005P	3684	pNT	-
ESCO001.0523.01566.006P	2640	pNT	-
ESCO001.0523.01569.002P	136209	pOriT	-
ESCO001.0523.01569.003P	113350	pCONJ	PTU-FE
ESCO001.0523.01569.004P	5463	pMOB	PTU-E7
ESCO001.0523.01569.005P	4051	pOriT	PTU-E1
ESCO001.0523.01570.002P	100291	pNT	-
ESCO001.0523.01570.003P	90296	PP	PTU-E25
ESCO001.0523.01570.004P	76841	pCONJ	PTU-FE
ESCO001.0523.01570.005P	11208	pNT	PTU-FE
ESCO001.0523.01570.006P	8335	pMOB	PTU-E1
ESCO001.0523.01570.007P	4773	pMOB	PTU-E3
ESCO001.0523.01571.002P	117620	pCONJ	PTU-I1
ESCO001.0523.01571.003P	99465	pNT	-
ESCO001.0523.01571.004P	90296	PP	PTU-E25
ESCO001.0523.01571.005P	66616	pCONJ	PTU-FE
ESCO001.0523.01571.006P	61289	pCONJ	PTU-I2
ESCO001.0523.01571.007P	33826	pCONJ	PTU-X4
ESCO001.0523.01571.008P	6647	pMOB	PTU-E1
ESCO001.0523.01571.009P	4773	pMOB	PTU-E3
ESCO001.0523.01571.010P	4237	pNT	-
ESCO001.0523.01572.002P	115986	pCONJ	PTU-I1
ESCO001.0523.01572.003P	99465	pNT	-
ESCO001.0523.01572.004P	89996	PP	PTU-E25
ESCO001.0523.01572.005P	66612	pCONJ	PTU-FE
ESCO001.0523.01572.006P	59963	pCONJ	PTU-I2
ESCO001.0523.01572.007P	33826	pCONJ	PTU-X4
ESCO001.0523.01572.008P	6647	pMOB	PTU-E1
ESCO001.0523.01572.009P	4773	pMOB	PTU-E3
ESCO001.0523.01572.010P	4237	pNT	-
ESCO001.0523.01573.002P	117620	pCONJ	PTU-I1
ESCO001.0523.01573.003P	99476	pNT	-
ESCO001.0523.01573.004P	89996	PP	PTU-E25
ESCO001.0523.01573.005P	66616	pCONJ	PTU-FE
ESCO001.0523.01573.006P	61289	pCONJ	PTU-I2
ESCO001.0523.01573.007P	33826	pCONJ	PTU-X4
ESCO001.0523.01573.008P	6647	pMOB	PTU-E1
ESCO001.0523.01573.009P	4773	pMOB	PTU-E3
ESCO001.0523.01573.010P	4237	pNT	-
ESCO001.0523.01574.002P	115932	pCONJ	PTU-I1
ESCO001.0523.01574.003P	99465	pNT	-
ESCO001.0523.01574.004P	89996	PP	PTU-E25
ESCO001.0523.01574.005P	66616	pCONJ	PTU-FE
ESCO001.0523.01574.006P	61289	pCONJ	PTU-I2
ESCO001.0523.01574.007P	33826	pCONJ	PTU-X4
ESCO001.0523.01574.008P	6647	pMOB	PTU-E1
ESCO001.0523.01574.009P	4773	pMOB	PTU-E3
ESCO001.0523.01574.010P	4237	pNT	-
ESCO001.0523.01575.002P	115932	pCONJ	PTU-I1
ESCO001.0523.01575.003P	99465	pNT	-
ESCO001.0523.01575.004P	90446	PP	PTU-E25
ESCO001.0523.01575.005P	66616	pCONJ	PTU-FE
ESCO001.0523.01575.006P	61289	pCONJ	PTU-I2
ESCO001.0523.01575.007P	33826	pCONJ	PTU-X4
ESCO001.0523.01575.008P	6647	pMOB	PTU-E1
ESCO001.0523.01575.009P	4773	pMOB	-
ESCO001.0523.01575.010P	4237	pNT	-
ESCO001.0523.01576.002P	51479	pCONJ	PTU-X3
ESCO001.0523.01576.003P	47514	pdCONJ	PTU-I1
ESCO001.0523.01576.004P	34058	pCONJ	PTU-X4
ESCO001.0523.01576.005P	4440	pOriT	PTU-E76
ESCO001.0523.01576.006P	3727	pOriT	-
ESCO001.0523.01577.002P	51479	pCONJ	PTU-X3
ESCO001.0523.01577.003P	47185	pdCONJ	PTU-I1
ESCO001.0523.01577.004P	34058	pCONJ	PTU-X4
ESCO001.0523.01577.005P	4440	pOriT	PTU-E71
ESCO001.0523.01577.006P	3727	pOriT	-
ESCO001.0523.01578.002P	51479	pCONJ	PTU-X3
ESCO001.0523.01578.003P	47185	pdCONJ	PTU-I1
ESCO001.0523.01578.004P	34058	pCONJ	PTU-X4
ESCO001.0523.01578.005P	4440	pOriT	-
ESCO001.0523.01578.006P	3727	pOriT	-
ESCO001.0523.01579.002P	51479	pCONJ	PTU-X3
ESCO001.0523.01579.003P	47193	pdCONJ	PTU-I1
ESCO001.0523.01579.004P	34058	pCONJ	PTU-X4
ESCO001.0523.01579.005P	4440	pOriT	-
ESCO001.0523.01579.006P	3727	pOriT	-
ESCO001.0523.01580.002P	51479	pCONJ	PTU-X3
ESCO001.0523.01580.003P	47185	pdCONJ	PTU-I1
ESCO001.0523.01580.004P	34058	pCONJ	PTU-X4
ESCO001.0523.01580.005P	4440	pOriT	PTU-E71
ESCO001.0523.01580.006P	3727	pOriT	-
ESCO001.0523.01581.002P	96018	pOriT	PTU-FE
ESCO001.0523.01581.003P	74517	pCONJ	PTU-FE
ESCO001.0523.01581.004P	19977	pNT	PTU-FE
ESCO001.0523.01583.002P	66920	pCONJ	PTU-FE
ESCO001.0523.01584.002P	75467	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01584.003P	68966	pCONJ	PTU-FE
ESCO001.0523.01584.004P	32967	pCONJ	PTU-X4
ESCO001.0523.01584.005P	3598	pOriT	PTU-E1
ESCO001.0523.01586.002P	171085	pCONJ	PTU-?
ESCO001.0523.01586.003P	59793	pCONJ	PTU-?
ESCO001.0523.01586.004P	56167	pNT	PTU-N1
ESCO001.0523.01586.005P	2345	PP	-
ESCO001.0523.01587.002P	144934	pdCONJ	PTU-FE
ESCO001.0523.01587.003P	7919	pMOB	PTU-E1
ESCO001.0523.01588.002P	128309	pCONJ	PTU-FE
ESCO001.0523.01589.002P	36460	pOriT	-
ESCO001.0523.01590.002P	99933	PP	PTU-Y
ESCO001.0523.01590.003P	94223	PP	PTU-E25
ESCO001.0523.01590.004P	64118	pOriT	PTU-FE
ESCO001.0523.01590.005P	5164	pMOB	PTU-E7
ESCO001.0523.01590.006P	3007	pOriT	PTU-?
ESCO001.0523.01590.007P	2255	pNT	-
ESCO001.0523.01591.002P	133313	pCONJ	PTU-FE
ESCO001.0523.01591.003P	110850	PP	PTU-E16
ESCO001.0523.01592.002P	174508	pCONJ	PTU-?
ESCO001.0523.01592.003P	5164	pMOB	PTU-E7
ESCO001.0523.01592.004P	2348	pOriT	-
ESCO001.0523.01592.005P	1538	pOriT	PTU-E9
ESCO001.0523.01593.002P	228609	pCONJ	PTU-HI2
ESCO001.0523.01593.003P	140492	pMOB	PTU-E49
ESCO001.0523.01593.004P	88459	pCONJ	PTU-I1
ESCO001.0523.01594.002P	146265	pCONJ	PTU-FE
ESCO001.0523.01594.003P	96608	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01595.002P	107459	pdCONJ	PTU-?
ESCO001.0523.01595.003P	93690	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01595.004P	92017	pOriT	PTU-?
ESCO001.0523.01595.005P	64620	pCONJ	PTU-I2
ESCO001.0523.01595.006P	8910	pMOB	PTU-E1
ESCO001.0523.01596.002P	242460	pCONJ	PTU-HI2
ESCO001.0523.01596.003P	114310	pCONJ	PTU-?
ESCO001.0523.01596.004P	97374	PP	PTU-Y
ESCO001.0523.01596.005P	62813	pOriT	PTU-C
ESCO001.0523.01596.006P	46161	pCONJ	PTU-X3
ESCO001.0523.01596.007P	5773	pMOB	PTU-E1
ESCO001.0523.01596.008P	4018	pMOB	PTU-E3
ESCO001.0523.01596.009P	3374	pMOB	PTU-E14
ESCO001.0523.01597.002P	230727	pOriT	PTU-HI2
ESCO001.0523.01597.003P	107055	pCONJ	-
ESCO001.0523.01597.004P	63122	pNT	PTU-FE
ESCO001.0523.01598.002P	130897	pCONJ	-
ESCO001.0523.01598.003P	118399	PP	PTU-Y
ESCO001.0523.01598.004P	94605	pCONJ	PTU-FE
ESCO001.0523.01598.005P	2287	pNT	PTU-E47
ESCO001.0523.01599.002P	123767	pCONJ	-
ESCO001.0523.01599.003P	93491	PP	PTU-E25
ESCO001.0523.01599.004P	48562	pMOB	PTU-I1
ESCO001.0523.01600.002P	170915	pCONJ	PTU-FE
ESCO001.0523.01600.003P	59793	pCONJ	PTU-?
ESCO001.0523.01600.004P	28365	pNT	PTU-N1
ESCO001.0523.01600.005P	2345	PP	-
ESCO001.0523.01601.002P	119126	pMOB	-
ESCO001.0523.01601.003P	95952	PP	PTU-Y
ESCO001.0523.01601.004P	88925	pCONJ	PTU-I1
ESCO001.0523.01601.005P	4073	pMOB	PTU-E10
ESCO001.0523.01602.002P	5514	pMOB	-
ESCO001.0523.01602.003P	3173	pOriT	PTU-E1
ESCO001.0523.01603.002P	5514	pMOB	-
ESCO001.0523.01603.003P	3173	pOriT	PTU-E1
ESCO001.0523.01604.002P	5514	pMOB	-
ESCO001.0523.01604.003P	3173	pOriT	PTU-E1
ESCO001.0523.01605.002P	5514	pMOB	-
ESCO001.0523.01605.003P	3173	pOriT	PTU-E1
ESCO001.0523.01606.002P	5514	pMOB	-
ESCO001.0523.01606.003P	3173	pOriT	PTU-E1
ESCO001.0523.01607.002P	5514	pMOB	-
ESCO001.0523.01607.003P	3173	pOriT	PTU-E1
ESCO001.0523.01608.002P	5514	pMOB	-
ESCO001.0523.01608.003P	3173	pOriT	PTU-E1
ESCO001.0523.01609.002P	5514	pMOB	-
ESCO001.0523.01609.003P	3173	pOriT	PTU-E1
ESCO001.0523.01610.002P	262413	pCONJ	PTU-HI2
ESCO001.0523.01610.003P	140101	pCONJ	PTU-FE
ESCO001.0523.01611.002P	190632	pCONJ	PTU-HI1A
ESCO001.0523.01611.003P	106484	pCONJ	PTU-I1
ESCO001.0523.01611.004P	103920	pCONJ	PTU-FE
ESCO001.0523.01611.005P	43439	pOriT	-
ESCO001.0523.01611.006P	4081	pMOB	PTU-E10
ESCO001.0523.01611.007P	3751	pMOB	PTU-E7
ESCO001.0523.01612.002P	54649	pOriT	-
ESCO001.0523.01613.002P	80851	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01613.003P	75597	pOriT	PTU-E48
ESCO001.0523.01613.004P	63387	pOriT	PTU-FE
ESCO001.0523.01617.002P	104161	pOriT	-
ESCO001.0523.01617.003P	64527	pNT	PTU-E45
ESCO001.0523.01617.004P	4145	pOriT	PTU-E52
ESCO001.0523.01617.005P	4072	pMOB	PTU-E10
ESCO001.0523.01618.002P	262144	pCONJ	PTU-HI2
ESCO001.0523.01618.003P	135562	pMOB	-
ESCO001.0523.01618.004P	46324	pOriT	-
ESCO001.0523.01619.002P	109478	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01619.003P	90408	PP	PTU-Y
ESCO001.0523.01619.004P	68488	pCONJ	PTU-FE
ESCO001.0523.01619.005P	6336	pOriT	PTU-E58
ESCO001.0523.01619.006P	5631	pMOB	PTU-E22
ESCO001.0523.01619.007P	5119	pOriT	PTU-E1
ESCO001.0523.01620.002P	108275	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01620.003P	104551	pMOB	-
ESCO001.0523.01620.004P	94084	PP	PTU-Y
ESCO001.0523.01620.005P	6647	pMOB	PTU-E1
ESCO001.0523.01620.006P	4607	pNT	PTU-?
ESCO001.0523.01620.007P	4593	pMOB	PTU-E14
ESCO001.0523.01620.008P	4073	pMOB	PTU-E10
ESCO001.0523.01620.009P	1943	pOriT	PTU-?
ESCO001.0523.01620.010P	1718	pOriT	-
ESCO001.0523.01621.002P	97038	pNT	-
ESCO001.0523.01621.003P	39170	pOriT	-
ESCO001.0523.01621.004P	4608	pNT	-
ESCO001.0523.01622.002P	16714	pMOB	-
ESCO001.0523.01622.003P	13952	pNT	-
ESCO001.0523.01622.004P	4096	pOriT	-
ESCO001.0523.01622.005P	563	pNT	-
ESCO001.0523.01623.002P	144481	pCONJ	-
ESCO001.0523.01623.003P	51975	pCONJ	PTU-?
ESCO001.0523.01623.004P	5920	pNT	-
ESCO001.0523.01623.005P	2042	pMOB	-
ESCO001.0523.01624.002P	246552	pCONJ	PTU-HI1A
ESCO001.0523.01624.003P	110148	pCONJ	-
ESCO001.0523.01624.004P	93332	PP	PTU-Y
ESCO001.0523.01624.005P	4894	pOriT	-
ESCO001.0523.01625.002P	36179	pCONJ	PTU-?
ESCO001.0523.01625.003P	13936	pNT	-
ESCO001.0523.01625.004P	2390	pNT	-
ESCO001.0523.01626.002P	87915	pCONJ	PTU-I1
ESCO001.0523.01626.003P	70092	pCONJ	PTU-FE
ESCO001.0523.01626.004P	63590	pCONJ	PTU-L/M
ESCO001.0523.01627.002P	87915	pCONJ	PTU-I1
ESCO001.0523.01627.003P	70092	pCONJ	PTU-FE
ESCO001.0523.01627.004P	63589	pCONJ	PTU-L/M
ESCO001.0523.01628.002P	122671	pMOB	PTU-FE
ESCO001.0523.01628.003P	4072	pMOB	PTU-E10
ESCO001.0523.01629.002P	145705	pCONJ	PTU-FE
ESCO001.0523.01629.003P	5912	pNT	-
ESCO001.0523.01630.002P	137735	pCONJ	PTU-FE
ESCO001.0523.01630.003P	34418	pCONJ	PTU-E80
ESCO001.0523.01631.002P	63589	pCONJ	PTU-L/M
ESCO001.0523.01632.002P	63589	pCONJ	PTU-L/M
ESCO001.0523.01633.002P	255611	pCONJ	PTU-E21
ESCO001.0523.01634.002P	222599	pNT	PTU-E21
ESCO001.0523.01634.003P	38572	pCONJ	PTU-N3
ESCO001.0523.01635.002P	138128	pCONJ	PTU-N3
ESCO001.0523.01636.002P	139530	pCONJ	PTU-N3
ESCO001.0523.01637.002P	102745	pdCONJ	-
ESCO001.0523.01637.003P	38567	pCONJ	PTU-N3
ESCO001.0523.01638.002P	121118	pCONJ	PTU-FE
ESCO001.0523.01638.003P	100768	pCONJ	PTU-I1
ESCO001.0523.01638.004P	60138	pCONJ	PTU-I2
ESCO001.0523.01638.005P	52058	PP	PTU-?
ESCO001.0523.01639.002P	230317	pCONJ	PTU-HI2
ESCO001.0523.01639.003P	68250	pNT	-
ESCO001.0523.01639.004P	26994	pNT	-
ESCO001.0523.01640.002P	91188	pCONJ	PTU-I1
ESCO001.0523.01640.003P	14367	pNT	-
ESCO001.0523.01640.004P	8618	pMOB	-
ESCO001.0523.01640.005P	3732	pMOB	-
ESCO001.0523.01641.002P	192025	pCONJ	PTU-FE
ESCO001.0523.01641.003P	67947	pCONJ	PTU-FE
ESCO001.0523.01642.002P	114575	pCONJ	PTU-I1
ESCO001.0523.01643.002P	78537	pMOB	-
ESCO001.0523.01644.002P	102319	pCONJ	PTU-I1
ESCO001.0523.01644.003P	92797	PP	PTU-Y
ESCO001.0523.01644.004P	91127	pCONJ	-
ESCO001.0523.01645.002P	68004	pdCONJ	PTU-FE
ESCO001.0523.01645.003P	62190	pCONJ	PTU-I2
ESCO001.0523.01646.002P	173366	pOriT	PTU-HI2
ESCO001.0523.01646.003P	131380	pCONJ	PTU-FE
ESCO001.0523.01646.004P	14844	pNT	PTU-FE
ESCO001.0523.01648.002P	115561	pCONJ	PTU-I1
ESCO001.0523.01648.003P	15906	pNT	PTU-I1
ESCO001.0523.01649.002P	157136	pCONJ	PTU-FE
ESCO001.0523.01649.003P	15385	pNT	PTU-FE
ESCO001.0523.01650.002P	41593	pCONJ	PTU-N1
ESCO001.0523.01651.002P	103564	pOriT	PTU-FE
ESCO001.0523.01651.003P	51273	pCONJ	-
ESCO001.0523.01651.004P	37150	pNT	-
ESCO001.0523.01652.002P	102981	pNT	-
ESCO001.0523.01652.003P	57370	pNT	PTU-E68
ESCO001.0523.01652.004P	50485	pNT	-
ESCO001.0523.01654.002P	268215	pCONJ	PTU-HI2
ESCO001.0523.01654.003P	94345	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01654.004P	94094	pMOB	PTU-E69
ESCO001.0523.01654.005P	6773	pMOB	PTU-E20
ESCO001.0523.01654.006P	6675	pMOB	PTU-E14
ESCO001.0523.01655.002P	99158	pCONJ	PTU-FE
ESCO001.0523.01656.002P	67408	pCONJ	PTU-FE
ESCO001.0523.01657.002P	260179	pCONJ	PTU-HI2
ESCO001.0523.01657.003P	203860	pCONJ	PTU-FE
ESCO001.0523.01657.004P	6647	pMOB	PTU-E1
ESCO001.0523.01657.005P	4657	pMOB	PTU-E3
ESCO001.0523.01657.006P	3555	pOriT	PTU-E1
ESCO001.0523.01658.002P	139970	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01658.003P	112293	pCONJ	PTU-I1
ESCO001.0523.01658.004P	64795	pNT	PTU-Y
ESCO001.0523.01658.005P	63428	pCONJ	PTU-FE
ESCO001.0523.01658.006P	46338	pCONJ	PTU-X3
ESCO001.0523.01658.007P	5319	pNT	-
ESCO001.0523.01658.008P	4051	pOriT	PTU-E1
ESCO001.0523.01658.009P	2313	pNT	-
ESCO001.0523.01658.010P	1593	pNT	-
ESCO001.0523.01658.011P	1565	pOriT	PTU-E9
ESCO001.0523.01659.002P	95326	PP	PTU-Y
ESCO001.0523.01659.003P	87908	pCONJ	PTU-I1
ESCO001.0523.01659.004P	46338	pCONJ	PTU-X3
ESCO001.0523.01659.005P	5328	pMOB	PTU-E7
ESCO001.0523.01659.006P	2096	pOriT	PTU-E11
ESCO001.0523.01659.007P	1549	pOriT	PTU-E9
ESCO001.0523.01659.008P	1506	pOriT	PTU-E9
ESCO001.0523.01660.002P	121387	pCONJ	PTU-?
ESCO001.0523.01660.003P	80637	pNT	PTU-E49
ESCO001.0523.01660.004P	46338	pCONJ	PTU-X3
ESCO001.0523.01660.005P	4150	pMOB	PTU-E19
ESCO001.0523.01661.002P	169272	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01661.003P	102161	PP	PTU-Y
ESCO001.0523.01661.004P	67280	pOriT	PTU-FE
ESCO001.0523.01661.005P	9400	pMOB	PTU-E22
ESCO001.0523.01661.006P	8910	pMOB	PTU-E1
ESCO001.0523.01661.007P	8038	pMOB	PTU-E20
ESCO001.0523.01661.008P	5594	pMOB	PTU-E10
ESCO001.0523.01661.009P	4073	pMOB	PTU-E10
ESCO001.0523.01661.010P	3375	pMOB	PTU-E1
ESCO001.0523.01661.011P	3083	pNT	-
ESCO001.0523.01661.012P	2096	pOriT	PTU-E11
ESCO001.0523.01662.002P	135017	pCONJ	PTU-FE
ESCO001.0523.01662.003P	112664	pCONJ	PTU-I1
ESCO001.0523.01662.004P	111271	PP	PTU-E16
ESCO001.0523.01662.005P	92693	PP	PTU-Y
ESCO001.0523.01662.006P	46338	pCONJ	PTU-X3
ESCO001.0523.01662.007P	1865	pOriT	PTU-E9
ESCO001.0523.01663.002P	109419	pOriT	PTU-HI2
ESCO001.0523.01663.003P	100090	pMOB	-
ESCO001.0523.01663.004P	46712	pCONJ	PTU-?
ESCO001.0523.01663.005P	16812	pNT	PTU-HI2
ESCO001.0523.01663.006P	1591	pNT	-
ESCO001.0523.01664.002P	120930	pCONJ	PTU-I1
ESCO001.0523.01664.003P	88826	pMOB	PTU-FE
ESCO001.0523.01664.004P	85147	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01664.005P	46098	PP	-
ESCO001.0523.01664.006P	36377	pCONJ	-
ESCO001.0523.01664.007P	24263	pCONJ	-
ESCO001.0523.01664.008P	5165	pMOB	PTU-E7
ESCO001.0523.01664.009P	4072	pMOB	PTU-E10
ESCO001.0523.01664.010P	2089	pNT	PTU-E47
ESCO001.0523.01664.011P	1549	pOriT	PTU-E9
ESCO001.0523.01665.002P	85310	pCONJ	PTU-I1
ESCO001.0523.01665.003P	80388	PP	PTU-Y
ESCO001.0523.01665.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01665.005P	4060	pMOB	PTU-E10
ESCO001.0523.01666.002P	122859	pOriT	PTU-FE
ESCO001.0523.01666.003P	85299	pCONJ	PTU-I1
ESCO001.0523.01666.004P	80388	PP	PTU-Y
ESCO001.0523.01666.005P	46161	pCONJ	PTU-X3
ESCO001.0523.01666.006P	4060	pMOB	PTU-E10
ESCO001.0523.01667.002P	122859	pOriT	PTU-FE
ESCO001.0523.01667.003P	85299	pCONJ	PTU-I1
ESCO001.0523.01667.004P	80388	PP	PTU-Y
ESCO001.0523.01667.005P	46161	pCONJ	PTU-X3
ESCO001.0523.01667.006P	4060	pMOB	PTU-E10
ESCO001.0523.01668.002P	164754	pCONJ	-
ESCO001.0523.01668.003P	111893	pCONJ	-
ESCO001.0523.01668.004P	45739	pCONJ	PTU-X3
ESCO001.0523.01668.005P	6648	pMOB	PTU-E1
ESCO001.0523.01669.002P	122859	pOriT	PTU-FE
ESCO001.0523.01669.003P	85299	pCONJ	PTU-I1
ESCO001.0523.01669.004P	80388	PP	PTU-Y
ESCO001.0523.01669.005P	46161	pCONJ	PTU-X3
ESCO001.0523.01669.006P	4060	pMOB	PTU-E10
ESCO001.0523.01670.002P	115682	pCONJ	PTU-FE
ESCO001.0523.01670.003P	102963	PP	PTU-Y
ESCO001.0523.01670.004P	80343	pCONJ	-
ESCO001.0523.01670.005P	45343	pCONJ	PTU-X3
ESCO001.0523.01671.002P	127790	pCONJ	PTU-I1
ESCO001.0523.01671.003P	88826	pMOB	PTU-FE
ESCO001.0523.01671.004P	46173	PP	-
ESCO001.0523.01671.005P	36377	pCONJ	-
ESCO001.0523.01671.006P	24263	pCONJ	-
ESCO001.0523.01671.007P	14498	PP	-
ESCO001.0523.01671.008P	6648	pMOB	PTU-E1
ESCO001.0523.01671.009P	5165	pMOB	PTU-E7
ESCO001.0523.01671.010P	4091	pMOB	PTU-E10
ESCO001.0523.01671.011P	4072	pMOB	PTU-E10
ESCO001.0523.01671.012P	2089	pNT	PTU-E47
ESCO001.0523.01671.013P	1549	pOriT	PTU-E9
ESCO001.0523.01672.002P	274018	pCONJ	PTU-HI2
ESCO001.0523.01672.003P	127578	pCONJ	PTU-FE
ESCO001.0523.01672.004P	62297	pCONJ	PTU-I2
ESCO001.0523.01672.005P	6988	pMOB	PTU-E14
ESCO001.0523.01672.006P	4236	pMOB	PTU-E20
ESCO001.0523.01672.007P	3375	pOriT	PTU-E1
ESCO001.0523.01672.008P	3174	pMOB	-
ESCO001.0523.01672.009P	2543	pNT	-
ESCO001.0523.01672.010P	2353	pNT	-
ESCO001.0523.01672.011P	2337	pNT	-
ESCO001.0523.01672.012P	1551	pOriT	PTU-E9
ESCO001.0523.01673.002P	237484	pCONJ	PTU-HI2
ESCO001.0523.01673.003P	115200	PP	-
ESCO001.0523.01673.004P	81957	pCONJ	PTU-FE
ESCO001.0523.01673.005P	65831	pCONJ	PTU-FE
ESCO001.0523.01673.006P	46161	pCONJ	PTU-X3
ESCO001.0523.01673.007P	5284	pMOB	PTU-E3
ESCO001.0523.01674.002P	280258	pCONJ	PTU-HI1A
ESCO001.0523.01674.003P	108559	pNT	PTU-E49
ESCO001.0523.01675.002P	90123	pMOB	PTU-E69
ESCO001.0523.01675.003P	6741	pMOB	PTU-E1
ESCO001.0523.01675.004P	6673	pMOB	PTU-E14
ESCO001.0523.01675.005P	6222	pOriT	PTU-E63
ESCO001.0523.01675.006P	5176	pMOB	PTU-E7
ESCO001.0523.01676.002P	74154	pMOB	PTU-E5
ESCO001.0523.01676.003P	5686	pMOB	PTU-E1
ESCO001.0523.01677.002P	81935	pNT	PTU-E69
ESCO001.0523.01678.002P	92345	pMOB	PTU-E69
ESCO001.0523.01679.002P	89725	pNT	PTU-E50
ESCO001.0523.01679.003P	35192	pCONJ	PTU-N3
ESCO001.0523.01680.002P	113238	PP	PTU-E16
ESCO001.0523.01680.003P	6189	pOriT	PTU-E52
ESCO001.0523.01681.002P	89725	pNT	PTU-E50
ESCO001.0523.01681.003P	35192	pCONJ	PTU-N3
ESCO001.0523.01682.002P	84886	pCONJ	PTU-E50
ESCO001.0523.01682.003P	3713	pOriT	-
ESCO001.0523.01682.004P	2100	pNT	PTU-E47
ESCO001.0523.01683.002P	93511	pCONJ	PTU-I1
ESCO001.0523.01684.002P	121841	pCONJ	PTU-E50
ESCO001.0523.01685.002P	65272	pNT	PTU-E50
ESCO001.0523.01685.003P	3045	pNT	-
ESCO001.0523.01685.004P	1796	pOriT	-
ESCO001.0523.01687.002P	174497	pCONJ	PTU-FE
ESCO001.0523.01687.003P	6178	pOriT	PTU-E63
ESCO001.0523.01687.004P	4074	pMOB	PTU-E10
ESCO001.0523.01688.002P	174496	pCONJ	PTU-FE
ESCO001.0523.01688.003P	6178	pOriT	PTU-E63
ESCO001.0523.01688.004P	4074	pMOB	PTU-E10
ESCO001.0523.01689.002P	108353	PP	PTU-E16
ESCO001.0523.01689.003P	95344	pCONJ	PTU-E50
ESCO001.0523.01689.004P	89004	pCONJ	-
ESCO001.0523.01689.005P	4074	pMOB	PTU-E10
ESCO001.0523.01690.002P	140278	pCONJ	-
ESCO001.0523.01694.002P	158291	pCONJ	PTU-FE
ESCO001.0523.01694.003P	63589	pCONJ	PTU-L/M
ESCO001.0523.01695.002P	92506	PP	PTU-Y
ESCO001.0523.01695.003P	74006	pCONJ	-
ESCO001.0523.01695.004P	72929	pNT	PTU-FE
ESCO001.0523.01696.002P	122198	pCONJ	-
ESCO001.0523.01696.003P	72916	pdCONJ	-
ESCO001.0523.01697.002P	223341	pCONJ	-
ESCO001.0523.01698.002P	162438	pCONJ	-
ESCO001.0523.01698.003P	81639	pCONJ	PTU-FE
ESCO001.0523.01698.004P	63918	pCONJ	PTU-I2
ESCO001.0523.01698.005P	60485	pNT	-
ESCO001.0523.01698.006P	29590	pNT	-
ESCO001.0523.01699.002P	115794	pCONJ	PTU-FE
ESCO001.0523.01699.003P	33858	pCONJ	PTU-X4
ESCO001.0523.01699.004P	8153	pMOB	PTU-Q1
ESCO001.0523.01699.005P	6759	pOriT	PTU-?
ESCO001.0523.01699.006P	1749	pOriT	PTU-E11
ESCO001.0523.01700.002P	222848	pCONJ	PTU-HI2
ESCO001.0523.01700.003P	116264	PP	PTU-E16
ESCO001.0523.01700.004P	95375	pCONJ	PTU-I1
ESCO001.0523.01700.005P	77891	pCONJ	PTU-FE
ESCO001.0523.01700.006P	49708	pCONJ	PTU-E80
ESCO001.0523.01700.007P	9022	pOriT	-
ESCO001.0523.01700.008P	5591	pMOB	PTU-E1
ESCO001.0523.01700.009P	3461	pNT	-
ESCO001.0523.01700.010P	3272	pOriT	PTU-E58
ESCO001.0523.01700.011P	1459	pOriT	PTU-E9
ESCO001.0523.01701.002P	106446	PP	PTU-E16
ESCO001.0523.01701.003P	91697	pCONJ	-
ESCO001.0523.01701.004P	83577	pCONJ	PTU-FE
ESCO001.0523.01701.005P	9537	pMOB	-
ESCO001.0523.01701.006P	6477	pMOB	PTU-Q1
ESCO001.0523.01701.007P	4084	pMOB	PTU-E10
ESCO001.0523.01701.008P	3887	pOriT	PTU-E58
ESCO001.0523.01701.009P	1749	pOriT	-
ESCO001.0523.01702.002P	106681	pCONJ	-
ESCO001.0523.01702.003P	47849	pCONJ	PTU-X3
ESCO001.0523.01702.004P	37779	pNT	-
ESCO001.0523.01702.005P	9533	pMOB	-
ESCO001.0523.01702.006P	2994	pNT	-
